ISO3,year,score,indicator_id,source
NLD,1995,0.608309117107681,climate_vulnerability_score,ND-GAIN
NZL,1995,0.662074514729104,climate_vulnerability_score,ND-GAIN
NIC,1995,0.315307691044583,climate_vulnerability_score,ND-GAIN
NER,1995,0.281765681860599,climate_vulnerability_score,ND-GAIN
NGA,1995,0.294617896588663,climate_vulnerability_score,ND-GAIN
NOR,1995,0.658229404044331,climate_vulnerability_score,ND-GAIN
OMN,1995,0.368775874663549,climate_vulnerability_score,ND-GAIN
PAK,1995,0.342436050085512,climate_vulnerability_score,ND-GAIN
PLW,1995,0.4105066536868,climate_vulnerability_score,ND-GAIN
PAN,1995,0.333594636705829,climate_vulnerability_score,ND-GAIN
PNG,1995,0.298854150177748,climate_vulnerability_score,ND-GAIN
PRY,1995,0.273061529814713,climate_vulnerability_score,ND-GAIN
PER,1995,0.351274295466022,climate_vulnerability_score,ND-GAIN
PHL,1995,0.325978721555968,climate_vulnerability_score,ND-GAIN
POL,1995,0.460202294539645,climate_vulnerability_score,ND-GAIN
PRT,1995,0.4676455960566,climate_vulnerability_score,ND-GAIN
QAT,1995,0.37331858900673,climate_vulnerability_score,ND-GAIN
ROU,1995,0.427238835022809,climate_vulnerability_score,ND-GAIN
RUS,1995,0.384465491333757,climate_vulnerability_score,ND-GAIN
RWA,1995,0.240761081746073,climate_vulnerability_score,ND-GAIN
KNA,1995,0.434336144962042,climate_vulnerability_score,ND-GAIN
LCA,1995,0.443285503659984,climate_vulnerability_score,ND-GAIN
VCT,1995,0.423026950986946,climate_vulnerability_score,ND-GAIN
WSM,1995,0.365634651025552,climate_vulnerability_score,ND-GAIN
SMR,1995,0.569194897819113,climate_vulnerability_score,ND-GAIN
STP,1995,0.397580191646315,climate_vulnerability_score,ND-GAIN
SAU,1995,0.304436732131165,climate_vulnerability_score,ND-GAIN
SEN,1995,0.339075910897375,climate_vulnerability_score,ND-GAIN
SRB,1995,0.316688023874187,climate_vulnerability_score,ND-GAIN
SYC,1995,0.432943059889028,climate_vulnerability_score,ND-GAIN
SLE,1995,0.26634919978643,climate_vulnerability_score,ND-GAIN
SGP,1995,0.567795959408843,climate_vulnerability_score,ND-GAIN
SVK,1995,0.434417132554798,climate_vulnerability_score,ND-GAIN
SVN,1995,0.54990869116082,climate_vulnerability_score,ND-GAIN
SLB,1995,0.457274087575291,climate_vulnerability_score,ND-GAIN
SOM,1995,0.23422710112782,climate_vulnerability_score,ND-GAIN
ZAF,1995,0.368800757097509,climate_vulnerability_score,ND-GAIN
ESP,1995,0.489682626261848,climate_vulnerability_score,ND-GAIN
LKA,1995,0.352126854195372,climate_vulnerability_score,ND-GAIN
SDN,1995,0.272195724000167,climate_vulnerability_score,ND-GAIN
SUR,1995,0.368459652002596,climate_vulnerability_score,ND-GAIN
SWZ,1995,0.376532889312467,climate_vulnerability_score,ND-GAIN
SWE,1995,0.640244531154767,climate_vulnerability_score,ND-GAIN
CHE,1995,0.616753736331025,climate_vulnerability_score,ND-GAIN
SYR,1995,0.318780641975393,climate_vulnerability_score,ND-GAIN
TJK,1995,0.272153809904298,climate_vulnerability_score,ND-GAIN
TZA,1995,0.325384361778143,climate_vulnerability_score,ND-GAIN
THA,1995,0.396998823300138,climate_vulnerability_score,ND-GAIN
TLS,1995,0.394280916777911,climate_vulnerability_score,ND-GAIN
TGO,1995,0.30245062968641,climate_vulnerability_score,ND-GAIN
TON,1995,0.36434172815522,climate_vulnerability_score,ND-GAIN
TTO,1995,0.407522311897986,climate_vulnerability_score,ND-GAIN
TUN,1995,0.365045548492459,climate_vulnerability_score,ND-GAIN
TUR,1995,0.337517892606223,climate_vulnerability_score,ND-GAIN
TKM,1995,0.24693625405889,climate_vulnerability_score,ND-GAIN
TUV,1995,0.399805361357903,climate_vulnerability_score,ND-GAIN
UGA,1995,0.306578907440596,climate_vulnerability_score,ND-GAIN
UKR,1995,0.349679334700138,climate_vulnerability_score,ND-GAIN
ARE,1995,0.405440274389647,climate_vulnerability_score,ND-GAIN
GBR,1995,0.615584246640322,climate_vulnerability_score,ND-GAIN
USA,1995,0.616229755899824,climate_vulnerability_score,ND-GAIN
URY,1995,0.408448786329193,climate_vulnerability_score,ND-GAIN
UZB,1995,0.297076079262129,climate_vulnerability_score,ND-GAIN
VUT,1995,0.361616243228185,climate_vulnerability_score,ND-GAIN
VEN,1995,0.29251835364654,climate_vulnerability_score,ND-GAIN
VNM,1995,0.33879197088179,climate_vulnerability_score,ND-GAIN
YEM,1995,0.279781329681028,climate_vulnerability_score,ND-GAIN
ZMB,1995,0.313869900961801,climate_vulnerability_score,ND-GAIN
ZWE,1995,0.271468968475027,climate_vulnerability_score,ND-GAIN
AFG,1996,0.292575303868403,climate_vulnerability_score,ND-GAIN
ALB,1996,0.33286496254474,climate_vulnerability_score,ND-GAIN
DZA,1996,0.304353436985538,climate_vulnerability_score,ND-GAIN
AND,1996,0.44613267084885,climate_vulnerability_score,ND-GAIN
AGO,1996,0.18617520358071,climate_vulnerability_score,ND-GAIN
ATG,1996,0.457850588264071,climate_vulnerability_score,ND-GAIN
ARG,1996,0.379352395749797,climate_vulnerability_score,ND-GAIN
ARM,1996,0.359184163699261,climate_vulnerability_score,ND-GAIN
AUS,1996,0.610878937471589,climate_vulnerability_score,ND-GAIN
AUT,1996,0.619398839370742,climate_vulnerability_score,ND-GAIN
AZE,1996,0.31278882490283,climate_vulnerability_score,ND-GAIN
BHS,1996,0.448124073622932,climate_vulnerability_score,ND-GAIN
BHR,1996,0.375683811132658,climate_vulnerability_score,ND-GAIN
BGD,1996,0.338020807177512,climate_vulnerability_score,ND-GAIN
