,country,Year,HDI
2414,GIN,2021,0.49
2415,GIN,2022,0.498
2416,GIN,2023,0.5
2417,GNB,2005,0.412
2418,GNB,2006,0.424
2419,GNB,2007,0.431
2420,GNB,2008,0.436
2421,GNB,2009,0.444
2422,GNB,2010,0.452
2423,GNB,2011,0.46
2424,GNB,2012,0.462
2425,GNB,2013,0.469
2426,GNB,2014,0.476
2427,GNB,2015,0.481
2428,GNB,2016,0.486
2429,GNB,2017,0.491
2430,GNB,2018,0.493
2431,GNB,2019,0.501
2432,GNB,2020,0.498
2433,GNB,2021,0.502
2434,GNB,2022,0.511
2435,GNB,2023,0.514
2436,GUY,1990,0.494
2437,GUY,1991,0.491
2438,GUY,1992,0.507
2439,GUY,1993,0.521
2440,GUY,1994,0.531
2441,GUY,1995,0.536
2442,GUY,1996,0.546
2443,GUY,1997,0.552
2444,GUY,1998,0.557
2445,GUY,1999,0.562
2446,GUY,2000,0.567
2447,GUY,2001,0.575
2448,GUY,2002,0.58
2449,GUY,2003,0.587
2450,GUY,2004,0.6
2451,GUY,2005,0.61
2452,GUY,2006,0.619
2453,GUY,2007,0.626
2454,GUY,2008,0.632
2455,GUY,2009,0.637
2456,GUY,2010,0.647
2457,GUY,2011,0.659
2458,GUY,2012,0.664
2459,GUY,2013,0.669
2460,GUY,2014,0.678
2461,GUY,2015,0.683
2462,GUY,2016,0.69
2463,GUY,2017,0.696
2464,GUY,2018,0.702
2465,GUY,2019,0.709
2466,GUY,2020,0.722
2467,GUY,2021,0.713
2468,GUY,2022,0.763
2469,GUY,2023,0.776
2470,HTI,1990,0.461
2471,HTI,1991,0.464
2472,HTI,1992,0.466
2473,HTI,1993,0.467
2474,HTI,1994,0.463
2475,HTI,1995,0.473
2476,HTI,1996,0.479
2477,HTI,1997,0.484
2478,HTI,1998,0.488
2479,HTI,1999,0.493
2480,HTI,2000,0.497
2481,HTI,2001,0.5
2482,HTI,2002,0.504
2483,HTI,2003,0.508
2484,HTI,2004,0.505
2485,HTI,2005,0.516
2486,HTI,2006,0.52
2487,HTI,2007,0.524
2488,HTI,2008,0.528
2489,HTI,2009,0.534
2490,HTI,2010,0.452
2491,HTI,2011,0.536
2492,HTI,2012,0.54
2493,HTI,2013,0.545
2494,HTI,2014,0.549
2495,HTI,2015,0.552
2496,HTI,2016,0.555
2497,HTI,2017,0.559
2498,HTI,2018,0.561
2499,HTI,2019,0.56
2500,HTI,2020,0.555
2501,HTI,2021,0.548
2502,HTI,2022,0.552
2503,HTI,2023,0.554
2504,,1990,0.569
2505,,1991,0.574
2506,,1992,0.58
2507,,1993,0.586
2508,,1994,0.591
2509,,1995,0.599
2510,,1996,0.607
2511,,1997,0.615
2512,,1998,0.622
2513,,1999,0.628
2514,,2000,0.636
2515,,2001,0.643
2516,,2002,0.651
2517,,2003,0.659
2518,,2004,0.666
2519,,2005,0.675
2520,,2006,0.683
2521,,2007,0.692
2522,,2008,0.699
2523,,2009,0.706
2524,,2010,0.714
2525,,2011,0.72
2526,,2012,0.727
2527,,2013,0.733
2528,,2014,0.739
2529,,2015,0.744
2530,,2016,0.749
2531,,2017,0.754
2532,,2018,0.76
2533,,2019,0.765
2534,,2020,0.763
2535,,2021,0.766
2536,,2022,0.774
2537,,2023,0.777
2538,OWID_HIC,1990,0.8043755
2539,OWID_HIC,1991,0.806783
2540,OWID_HIC,1992,0.80932313
2541,OWID_HIC,1993,0.81150347
2542,OWID_HIC,1994,0.81610936
2543,OWID_HIC,1995,0.8224163
2544,OWID_HIC,1996,0.82840586
2545,OWID_HIC,1997,0.83428735
2546,OWID_HIC,1998,0.83827734
2547,OWID_HIC,1999,0.84187406
2548,OWID_HIC,2000,0.84814763
2549,OWID_HIC,2001,0.8533231
2550,OWID_HIC,2002,0.85723525
2551,OWID_HIC,2003,0.8615973
2552,OWID_HIC,2004,0.8671708
2553,OWID_HIC,2005,0.87086254
2554,OWID_HIC,2006,0.87583596
2555,OWID_HIC,2007,0.8802514
2556,OWID_HIC,2008,0.8827478
2557,OWID_HIC,2009,0.8837552
2558,OWID_HIC,2010,0.88799495
2559,OWID_HIC,2011,0.8916487
2560,OWID_HIC,2012,0.8941138
2561,OWID_HIC,2013,0.8981406
2562,OWID_HIC,2014,0.90055966
2563,OWID_HIC,2015,0.9027572
2564,OWID_HIC,2016,0.90514636
2565,OWID_HIC,2017,0.90792
2566,OWID_HIC,2018,0.91105837
2567,OWID_HIC,2019,0.91397655
2568,OWID_HIC,2020,0.9056104
2569,OWID_HIC,2021,0.90697354
2570,OWID_HIC,2022,0.91196257
2571,OWID_HIC,2023,0.9179597
2572,HND,1990,0.516
2573,HND,1991,0.519
2574,HND,1992,0.523
2575,HND,1993,0.529
2576,HND,1994,0.532
2577,HND,1995,0.537
2578,HND,1996,0.541
2579,HND,1997,0.547
2580,HND,1998,0.529
2581,HND,1999,0.552
2582,HND,2000,0.558
2583,HND,2001,0.561
2584,HND,2002,0.564
2585,HND,2003,0.568
2586,HND,2004,0.573
2587,HND,2005,0.578
2588,HND,2006,0.582
2589,HND,2007,0.587
2590,HND,2008,0.592
2591,HND,2009,0.594
2592,HND,2010,0.596
2593,HND,2011,0.598
2594,HND,2012,0.597
2595,HND,2013,0.601
2596,HND,2014,0.604
2597,HND,2015,0.61
2598,HND,2016,0.616
2599,HND,2017,0.618
2600,HND,2018,0.619
2601,HND,2019,0.632
2602,HND,2020,0.625
2603,HND,2021,0.628
2604,HND,2022,0.643
2605,HND,2023,0.645
2606,HKG,1990,0.755
2607,HKG,1991,0.764
2608,HKG,1992,0.773
2609,HKG,1993,0.784
2610,HKG,1994,0.793
2611,HKG,1995,0.8
2612,HKG,1996,0.808
2613,HKG,1997,0.817
2614,HKG,1998,0.823
2615,HKG,1999,0.83
2616,HKG,2000,0.839
2617,HKG,2001,0.847
2618,HKG,2002,0.854
2619,HKG,2003,0.861
2620,HKG,2004,0.866
2621,HKG,2005,0.872
2622,HKG,2006,0.879
2623,HKG,2007,0.891
2624,HKG,2008,0.907
2625,HKG,2009,0.909
2626,HKG,2010,0.912
2627,HKG,2011,0.918
2628,HKG,2012,0.923
2629,HKG,2013,0.928
2630,HKG,2014,0.932
2631,HKG,2015,0.937
2632,HKG,2016,0.94
2633,HKG,2017,0.946
2634,HKG,2018,0.952
2635,HKG,2019,0.952
2636,HKG,2020,0.95
2637,HKG,2021,0.961
2638,HKG,2022,0.95
2639,HKG,2023,0.955
2640,HUN,1990,0.73
2641,HUN,1991,0.724
2642,HUN,1992,0.722
2643,HUN,1993,0.729
2644,HUN,1994,0.739
2645,HUN,1995,0.744
2646,HUN,1996,0.752
2647,HUN,1997,0.758
2648,HUN,1998,0.764
2649,HUN,1999,0.771
2650,HUN,2000,0.781
2651,HUN,2001,0.791
2652,HUN,2002,0.8
2653,HUN,2003,0.807
2654,HUN,2004,0.811
2655,HUN,2005,0.816
2656,HUN,2006,0.823
2657,HUN,2007,0.826
2658,HUN,2008,0.833
2659,HUN,2009,0.834
2660,HUN,2010,0.838
2661,HUN,2011,0.841
2662,HUN,2012,0.841
2663,HUN,2013,0.85
2664,HUN,2014,0.848
2665,HUN,2015,0.847
2666,HUN,2016,0.851
2667,HUN,2017,0.853
2668,HUN,2018,0.857
2669,HUN,2019,0.861
2670,HUN,2020,0.857
2671,HUN,2021,0.852
2672,HUN,2022,0.867
2673,HUN,2023,0.87
2674,ISL,1990,0.841
2675,ISL,1991,0.853
2676,ISL,1992,0.86
2677,ISL,1993,0.863
2678,ISL,1994,0.868
2679,ISL,1995,0.863
2680,ISL,1996,0.873
2681,ISL,1997,0.881
2682,ISL,1998,0.893
2683,ISL,1999,0.895
2684,ISL,2000,0.902
2685,ISL,2001,0.91
2686,ISL,2002,0.917
2687,ISL,2003,0.925
2688,ISL,2004,0.928
2689,ISL,2005,0.935
2690,ISL,2006,0.936
2691,ISL,2007,0.941
2692,ISL,2008,0.935
2693,ISL,2009,0.934
2694,ISL,2010,0.935
2695,ISL,2011,0.941
2696,ISL,2012,0.946
2697,ISL,2013,0.95
2698,ISL,2014,0.954
2699,ISL,2015,0.956
2700,ISL,2016,0.959
2701,ISL,2017,0.962
2702,ISL,2018,0.966
2703,ISL,2019,0.969
2704,ISL,2020,0.965
2705,ISL,2021,0.967
2706,ISL,2022,0.964
2707,ISL,2023,0.972
2708,IND,1990,0.446
2709,IND,1991,0.448
2710,IND,1992,0.453
2711,IND,1993,0.458
2712,IND,1994,0.463
2713,IND,1995,0.469
2714,IND,1996,0.476
2715,IND,1997,0.482
2716,IND,1998,0.488
2717,IND,1999,0.496
2718,IND,2000,0.501
2719,IND,2001,0.511
2720,IND,2002,0.516
2721,IND,2003,0.529
2722,IND,2004,0.538
2723,IND,2005,0.547
2724,IND,2006,0.557
2725,IND,2007,0.566
2726,IND,2008,0.574
2727,IND,2009,0.579
2728,IND,2010,0.59
2729,IND,2011,0.603
2730,IND,2012,0.609
2731,IND,2013,0.615
2732,IND,2014,0.625
2733,IND,2015,0.633
2734,IND,2016,0.644
2735,IND,2017,0.649
2736,IND,2018,0.648
2737,IND,2019,0.651
2738,IND,2020,0.652
2739,IND,2021,0.647
2740,IND,2022,0.676
2741,IND,2023,0.685
2742,IDN,1990,0.531
2743,IDN,1991,0.538
2744,IDN,1992,0.545
2745,IDN,1993,0.555
2746,IDN,1994,0.565
2747,IDN,1995,0.575
2748,IDN,1996,0.585
2749,IDN,1997,0.595
2750,IDN,1998,0.591
2751,IDN,1999,0.595
2752,IDN,2000,0.6
2753,IDN,2001,0.608
2754,IDN,2002,0.617
2755,IDN,2003,0.625
2756,IDN,2004,0.624
2757,IDN,2005,0.638
2758,IDN,2006,0.646
2759,IDN,2007,0.649
2760,IDN,2008,0.653
2761,IDN,2009,0.663
2762,IDN,2010,0.67
2763,IDN,2011,0.678
2764,IDN,2012,0.686
2765,IDN,2013,0.69
2766,IDN,2014,0.693
2767,IDN,2015,0.701
2768,IDN,2016,0.705
2769,IDN,2017,0.712
2770,IDN,2018,0.715
2771,IDN,2019,0.714
2772,IDN,2020,0.71
2773,IDN,2021,0.707
2774,IDN,2022,0.726
2775,IDN,2023,0.728
2776,IRN,1990,0.626
2777,IRN,1991,0.645
2778,IRN,1992,0.652
2779,IRN,1993,0.658
2780,IRN,1994,0.664
2781,IRN,1995,0.672
2782,IRN,1996,0.681
2783,IRN,1997,0.687
2784,IRN,1998,0.695
2785,IRN,1999,0.703
2786,IRN,2000,0.71
2787,IRN,2001,0.719
2788,IRN,2002,0.727
2789,IRN,2003,0.732
2790,IRN,2004,0.741
2791,IRN,2005,0.746
2792,IRN,2006,0.757
2793,IRN,2007,0.761
2794,IRN,2008,0.765
2795,IRN,2009,0.771
2796,IRN,2010,0.778
2797,IRN,2011,0.787
2798,IRN,2012,0.795
2799,IRN,2013,0.794
2800,IRN,2014,0.795
2801,IRN,2015,0.788
2802,IRN,2016,0.791
2803,IRN,2017,0.793
2804,IRN,2018,0.79
2805,IRN,2019,0.787
2806,IRN,2020,0.775
2807,IRN,2021,0.777
2808,IRN,2022,0.793
2809,IRN,2023,0.799
2810,IRQ,1990,0.531
2811,IRQ,1991,0.504
2812,IRQ,1992,0.532
2813,IRQ,1993,0.55
2814,IRQ,1994,0.547
2815,IRQ,1995,0.538
2816,IRQ,1996,0.557
2817,IRQ,1997,0.565
2818,IRQ,1998,0.58
2819,IRQ,1999,0.589
2820,IRQ,2000,0.592
2821,IRQ,2001,0.598
2822,IRQ,2002,0.6
2823,IRQ,2003,0.582
2824,IRQ,2004,0.604
2825,IRQ,2005,0.609
2826,IRQ,2006,0.611
2827,IRQ,2007,0.618
2828,IRQ,2008,0.634
2829,IRQ,2009,0.644
2830,IRQ,2010,0.65
2831,IRQ,2011,0.656
2832,IRQ,2012,0.664
2833,IRQ,2013,0.668
2834,IRQ,2014,0.671
2835,IRQ,2015,0.675
2836,IRQ,2016,0.676
2837,IRQ,2017,0.681
2838,IRQ,2018,0.689
2839,IRQ,2019,0.693
2840,IRQ,2020,0.68
2841,IRQ,2021,0.687
2842,IRQ,2022,0.695
2843,IRQ,2023,0.695
2844,IRL,1990,0.776
2845,IRL,1991,0.78
2846,IRL,1992,0.787
2847,IRL,1993,0.794
2848,IRL,1994,0.805
2849,IRL,1995,0.809
2850,IRL,1996,0.816
2851,IRL,1997,0.823
2852,IRL,1998,0.855
2853,IRL,1999,0.858
2854,IRL,2000,0.869
2855,IRL,2001,0.876
2856,IRL,2002,0.883
2857,IRL,2003,0.891
2858,IRL,2004,0.899
2859,IRL,2005,0.905
2860,IRL,2006,0.908
2861,IRL,2007,0.911
2862,IRL,2008,0.907
2863,IRL,2009,0.907
2864,IRL,2010,0.915
2865,IRL,2011,0.909
2866,IRL,2012,0.911
2867,IRL,2013,0.915
2868,IRL,2014,0.921
2869,IRL,2015,0.931
2870,IRL,2016,0.936
2871,IRL,2017,0.941
2872,IRL,2018,0.944
2873,IRL,2019,0.947
2874,IRL,2020,0.948
2875,IRL,2021,0.946
2876,IRL,2022,0.947
2877,IRL,2023,0.949
2878,ISR,1990,0.787
2879,ISR,1991,0.791
2880,ISR,1992,0.794
2881,ISR,1993,0.801
2882,ISR,1994,0.806
2883,ISR,1995,0.81
2884,ISR,1996,0.817
2885,ISR,1997,0.824
2886,ISR,1998,0.831
2887,ISR,1999,0.839
2888,ISR,2000,0.839
2889,ISR,2001,0.841
2890,ISR,2002,0.846
2891,ISR,2003,0.847
2892,ISR,2004,0.85
2893,ISR,2005,0.858
2894,ISR,2006,0.867
2895,ISR,2007,0.878
2896,ISR,2008,0.878
2897,ISR,2009,0.884
2898,ISR,2010,0.889
2899,ISR,2011,0.892
2900,ISR,2012,0.893
2901,ISR,2013,0.899
2902,ISR,2014,0.902
2903,ISR,2015,0.902
2904,ISR,2016,0.905
2905,ISR,2017,0.908
2906,ISR,2018,0.911
2907,ISR,2019,0.913
2908,ISR,2020,0.912
2909,ISR,2021,0.918
2910,ISR,2022,0.921
2911,ISR,2023,0.919
2912,ITA,1990,0.787
2913,ITA,1991,0.792
2914,ITA,1992,0.8
2915,ITA,1993,0.806
2916,ITA,1994,0.816
2917,ITA,1995,0.823
2918,ITA,1996,0.829
2919,ITA,1997,0.836
2920,ITA,1998,0.84
2921,ITA,1999,0.845
2922,ITA,2000,0.849
2923,ITA,2001,0.856
2924,ITA,2002,0.862
2925,ITA,2003,0.866
2926,ITA,2004,0.874
2927,ITA,2005,0.876
2928,ITA,2006,0.881
2929,ITA,2007,0.885
2930,ITA,2008,0.885
2931,ITA,2009,0.884
2932,ITA,2010,0.887
2933,ITA,2011,0.89
2934,ITA,2012,0.887
2935,ITA,2013,0.887
2936,ITA,2014,0.89
2937,ITA,2015,0.889
2938,ITA,2016,0.894
2939,ITA,2017,0.897
2940,ITA,2018,0.902
2941,ITA,2019,0.906
2942,ITA,2020,0.899
2943,ITA,2021,0.908
2944,ITA,2022,0.905
2945,ITA,2023,0.915
2946,JAM,1990,0.662
2947,JAM,1991,0.662
2948,JAM,1992,0.664
2949,JAM,1993,0.664
2950,JAM,1994,0.664
2951,JAM,1995,0.665
2952,JAM,1996,0.664
2953,JAM,1997,0.663
2954,JAM,1998,0.662
2955,JAM,1999,0.662
2956,JAM,2000,0.659
2957,JAM,2001,0.668
2958,JAM,2002,0.672
2959,JAM,2003,0.668
2960,JAM,2004,0.684
2961,JAM,2005,0.687
2962,JAM,2006,0.696
2963,JAM,2007,0.704
2964,JAM,2008,0.711
2965,JAM,2009,0.711
2966,JAM,2010,0.708
2967,JAM,2011,0.711
2968,JAM,2012,0.711
2969,JAM,2013,0.711
2970,JAM,2014,0.712
2971,JAM,2015,0.713
2972,JAM,2016,0.714
2973,JAM,2017,0.715
2974,JAM,2018,0.715
2975,JAM,2019,0.716
2976,JAM,2020,0.711
2977,JAM,2021,0.703
2978,JAM,2022,0.718
2979,JAM,2023,0.72
2980,JPN,1990,0.853
2981,JPN,1991,0.857
2982,JPN,1992,0.859
2983,JPN,1993,0.865
2984,JPN,1994,0.872
2985,JPN,1995,0.874
2986,JPN,1996,0.88
2987,JPN,1997,0.883
2988,JPN,1998,0.884
2989,JPN,1999,0.885
2990,JPN,2000,0.889
2991,JPN,2001,0.892
2992,JPN,2002,0.894
2993,JPN,2003,0.896
2994,JPN,2004,0.899
2995,JPN,2005,0.9
2996,JPN,2006,0.903
2997,JPN,2007,0.905
2998,JPN,2008,0.905
2999,JPN,2009,0.905
3000,JPN,2010,0.907
3001,JPN,2011,0.906
3002,JPN,2012,0.909
3003,JPN,2013,0.912
3004,JPN,2014,0.914
3005,JPN,2015,0.917
3006,JPN,2016,0.918
3007,JPN,2017,0.92
3008,JPN,2018,0.921
3009,JPN,2019,0.922
3010,JPN,2020,0.922
3011,JPN,2021,0.922
3012,JPN,2022,0.921
3013,JPN,2023,0.925
3014,JOR,1990,0.619
3015,JOR,1991,0.625
3016,JOR,1992,0.638
3017,JOR,1993,0.643
3018,JOR,1994,0.647
3019,JOR,1995,0.653
3020,JOR,1996,0.657
3021,JOR,1997,0.661
3022,JOR,1998,0.664
3023,JOR,1999,0.668
3024,JOR,2000,0.672
3025,JOR,2001,0.679
3026,JOR,2002,0.686
3027,JOR,2003,0.693
3028,JOR,2004,0.705
3029,JOR,2005,0.713
3030,JOR,2006,0.719
3031,JOR,2007,0.725
3032,JOR,2008,0.733
3033,JOR,2009,0.735
3034,JOR,2010,0.732
3035,JOR,2011,0.734
3036,JOR,2012,0.74
3037,JOR,2013,0.742
3038,JOR,2014,0.742
3039,JOR,2015,0.743
3040,JOR,2016,0.745
3041,JOR,2017,0.747
3042,JOR,2018,0.747
3043,JOR,2019,0.75
3044,JOR,2020,0.743
3045,JOR,2021,0.736
3046,JOR,2022,0.751
3047,JOR,2023,0.754
3048,KAZ,1990,0.689
3049,KAZ,1991,0.683
3050,KAZ,1992,0.68
3051,KAZ,1993,0.673
3052,KAZ,1994,0.666
3053,KAZ,1995,0.665
3054,KAZ,1996,0.669
3055,KAZ,1997,0.673
3056,KAZ,1998,0.678
3057,KAZ,1999,0.683
3058,KAZ,2000,0.692
3059,KAZ,2001,0.707
3060,KAZ,2002,0.72
3061,KAZ,2003,0.732
3062,KAZ,2004,0.743
3063,KAZ,2005,0.754
3064,KAZ,2006,0.765
3065,KAZ,2007,0.772
3066,KAZ,2008,0.771
3067,KAZ,2009,0.774
3068,KAZ,2010,0.781
3069,KAZ,2011,0.79
3070,KAZ,2012,0.799
3071,KAZ,2013,0.808
3072,KAZ,2014,0.813
3073,KAZ,2015,0.819
3074,KAZ,2016,0.82
3075,KAZ,2017,0.824
3076,KAZ,2018,0.828
3077,KAZ,2019,0.834
3078,KAZ,2020,0.826
3079,KAZ,2021,0.816
3080,KAZ,2022,0.831
3081,KAZ,2023,0.837
3082,KEN,1990,0.485
3083,KEN,1991,0.485
3084,KEN,1992,0.484
3085,KEN,1993,0.483
3086,KEN,1994,0.484
3087,KEN,1995,0.488
3088,KEN,1996,0.491
3089,KEN,1997,0.493
3090,KEN,1998,0.496
3091,KEN,1999,0.499
3092,KEN,2000,0.5
3093,KEN,2001,0.505
3094,KEN,2002,0.504
3095,KEN,2003,0.515
3096,KEN,2004,0.526
3097,KEN,2005,0.532
3098,KEN,2006,0.541
3099,KEN,2007,0.548
3100,KEN,2008,0.553
3101,KEN,2009,0.553
3102,KEN,2010,0.552
3103,KEN,2011,0.56
3104,KEN,2012,0.565
3105,KEN,2013,0.57
3106,KEN,2014,0.576
3107,KEN,2015,0.583
3108,KEN,2016,0.594
3109,KEN,2017,0.599
3110,KEN,2018,0.605
3111,KEN,2019,0.611
3112,KEN,2020,0.6
3113,KEN,2021,0.608
3114,KEN,2022,0.626
3115,KEN,2023,0.628
3116,KIR,2005,0.588
3117,KIR,2006,0.593
3118,KIR,2007,0.596
3119,KIR,2008,0.596
3120,KIR,2009,0.598
3121,KIR,2010,0.6
3122,KIR,2011,0.603
3123,KIR,2012,0.608
3124,KIR,2013,0.613
3125,KIR,2014,0.615
3126,KIR,2015,0.623
3127,KIR,2016,0.627
3128,KIR,2017,0.63
3129,KIR,2018,0.633
3130,KIR,2019,0.635
3131,KIR,2020,0.632
3132,KIR,2021,0.631
3133,KIR,2022,0.642
3134,KIR,2023,0.644
3135,KWT,1990,0.698
3136,KWT,1991,0.685
3137,KWT,1992,0.699
3138,KWT,1993,0.704
3139,KWT,1994,0.734
3140,KWT,1995,0.763
3141,KWT,1996,0.769
3142,KWT,1997,0.765
3143,KWT,1998,0.77
3144,KWT,1999,0.773
3145,KWT,2000,0.778
3146,KWT,2001,0.777
3147,KWT,2002,0.783
3148,KWT,2003,0.795
3149,KWT,2004,0.798
3150,KWT,2005,0.798
3151,KWT,2006,0.799
3152,KWT,2007,0.801
3153,KWT,2008,0.805
3154,KWT,2009,0.809
3155,KWT,2010,0.812
3156,KWT,2011,0.817
3157,KWT,2012,0.822
3158,KWT,2013,0.814
3159,KWT,2014,0.818
3160,KWT,2015,0.832
3161,KWT,2016,0.836
3162,KWT,2017,0.838
3163,KWT,2018,0.84
3164,KWT,2019,0.843
3165,KWT,2020,0.837
3166,KWT,2021,0.839
3167,KWT,2022,0.845
3168,KWT,2023,0.852
3169,KGZ,1990,0.649
3170,KGZ,1991,0.643
3171,KGZ,1992,0.631
3172,KGZ,1993,0.615
3173,KGZ,1994,0.595
3174,KGZ,1995,0.59
3175,KGZ,1996,0.597
3176,KGZ,1997,0.608
3177,KGZ,1998,0.613
3178,KGZ,1999,0.619
3179,KGZ,2000,0.627
3180,KGZ,2001,0.634
3181,KGZ,2002,0.635
3182,KGZ,2003,0.642
3183,KGZ,2004,0.646
3184,KGZ,2005,0.648
3185,KGZ,2006,0.652
3186,KGZ,2007,0.658
3187,KGZ,2008,0.666
3188,KGZ,2009,0.669
3189,KGZ,2010,0.668
3190,KGZ,2011,0.67
3191,KGZ,2012,0.679
3192,KGZ,2013,0.686
3193,KGZ,2014,0.691
3194,KGZ,2015,0.695
3195,KGZ,2016,0.7
3196,KGZ,2017,0.704
3197,KGZ,2018,0.708
3198,KGZ,2019,0.708
3199,KGZ,2020,0.7
3200,KGZ,2021,0.704
3201,KGZ,2022,0.717
3202,KGZ,2023,0.72
3203,LAO,1990,0.409
3204,LAO,1991,0.415
3205,LAO,1992,0.42
3206,LAO,1993,0.426
3207,LAO,1994,0.434
3208,LAO,1995,0.436
3209,LAO,1996,0.449
3210,LAO,1997,0.455
3211,LAO,1998,0.462
3212,LAO,1999,0.469
3213,LAO,2000,0.473
3214,LAO,2001,0.479
3215,LAO,2002,0.488
3216,LAO,2003,0.496
3217,LAO,2004,0.505
3218,LAO,2005,0.514
3219,LAO,2006,0.515
3220,LAO,2007,0.529
3221,LAO,2008,0.537
3222,LAO,2009,0.548
3223,LAO,2010,0.556
3224,LAO,2011,0.567
3225,LAO,2012,0.577
3226,LAO,2013,0.587
3227,LAO,2014,0.597
3228,LAO,2015,0.604
3229,LAO,2016,0.609
3230,LAO,2017,0.612
3231,LAO,2018,0.613
3232,LAO,2019,0.615
3233,LAO,2020,0.616
3234,LAO,2021,0.613
3235,LAO,2022,0.614
3236,LAO,2023,0.617
3237,,1990,0.648
3238,,1991,0.653
3239,,1992,0.657
3240,,1993,0.661
3241,,1994,0.666
3242,,1995,0.67
3243,,1996,0.676
3244,,1997,0.683
3245,,1998,0.688
3246,,1999,0.692
3247,,2000,0.697
3248,,2001,0.702
3249,,2002,0.706
3250,,2003,0.711
3251,,2004,0.717
3252,,2005,0.723
3253,,2006,0.729
3254,,2007,0.736
3255,,2008,0.742
3256,,2009,0.743
3257,,2010,0.747
3258,,2011,0.753
3259,,2012,0.758
3260,,2013,0.762
3261,,2014,0.765
3262,,2015,0.767
3263,,2016,0.769
3264,,2017,0.772
3265,,2018,0.774
3266,,2019,0.776
3267,,2020,0.764
3268,,2021,0.762
3269,,2022,0.778
3270,,2023,0.783
3271,LVA,1990,0.736
3272,LVA,1991,0.733
3273,LVA,1992,0.709
3274,LVA,1993,0.692
3275,LVA,1994,0.686
3276,LVA,1995,0.695
3277,LVA,1996,0.714
3278,LVA,1997,0.727
3279,LVA,1998,0.738
3280,LVA,1999,0.753
3281,LVA,2000,0.764
3282,LVA,2001,0.775
3283,LVA,2002,0.786
3284,LVA,2003,0.798
3285,LVA,2004,0.809
3286,LVA,2005,0.818
3287,LVA,2006,0.823
3288,LVA,2007,0.829
3289,LVA,2008,0.837
3290,LVA,2009,0.836
3291,LVA,2010,0.833
3292,LVA,2011,0.84
3293,LVA,2012,0.843
3294,LVA,2013,0.852
3295,LVA,2014,0.854
3296,LVA,2015,0.859
3297,LVA,2016,0.864
3298,LVA,2017,0.87
3299,LVA,2018,0.875
3300,LVA,2019,0.88
3301,LVA,2020,0.879
3302,LVA,2021,0.871
3303,LVA,2022,0.881
3304,LVA,2023,0.889
3305,LBN,2005,0.71
3306,LBN,2006,0.713
3307,LBN,2007,0.726
3308,LBN,2008,0.734
3309,LBN,2009,0.743
3310,LBN,2010,0.75
3311,LBN,2011,0.758
3312,LBN,2012,0.762
3313,LBN,2013,0.762
3314,LBN,2014,0.761
3315,LBN,2015,0.763
3316,LBN,2016,0.767
3317,LBN,2017,0.772
3318,LBN,2018,0.774
3319,LBN,2019,0.771
3320,LBN,2020,0.75
3321,LBN,2021,0.733
3322,LBN,2022,0.755
3323,LBN,2023,0.752
3324,LSO,1990,0.483
3325,LSO,1991,0.482
3326,LSO,1992,0.481
3327,LSO,1993,0.477
3328,LSO,1994,0.478
3329,LSO,1995,0.476
3330,LSO,1996,0.473
3331,LSO,1997,0.469
3332,LSO,1998,0.469
3333,LSO,1999,0.462
3334,LSO,2000,0.462
3335,LSO,2001,0.457
3336,LSO,2002,0.455
3337,LSO,2003,0.456
3338,LSO,2004,0.454
3339,LSO,2005,0.454
3340,LSO,2006,0.451
3341,LSO,2007,0.458
3342,LSO,2008,0.463
3343,LSO,2009,0.468
3344,LSO,2010,0.478
3345,LSO,2011,0.485
3346,LSO,2012,0.496
3347,LSO,2013,0.502
3348,LSO,2014,0.509
3349,LSO,2015,0.517
3350,LSO,2016,0.526
3351,LSO,2017,0.531
3352,LSO,2018,0.538
3353,LSO,2019,0.541
3354,LSO,2020,0.537
3355,LSO,2021,0.532
3356,LSO,2022,0.547
3357,LSO,2023,0.55
3358,LBR,1999,0.403
3359,LBR,2000,0.443
3360,LBR,2001,0.448
3361,LBR,2002,0.453
3362,LBR,2003,0.429
3363,LBR,2004,0.442
3364,LBR,2005,0.446
3365,LBR,2006,0.45
3366,LBR,2007,0.455
3367,LBR,2008,0.459
3368,LBR,2009,0.463
3369,LBR,2010,0.467
3370,LBR,2011,0.471
3371,LBR,2012,0.475
3372,LBR,2013,0.481
3373,LBR,2014,0.479
3374,LBR,2015,0.48
3375,LBR,2016,0.485
3376,LBR,2017,0.491
3377,LBR,2018,0.495
3378,LBR,2019,0.497
3379,LBR,2020,0.498
3380,LBR,2021,0.503
3381,LBR,2022,0.508
3382,LBR,2023,0.51
3383,LBY,1990,0.69
3384,LBY,1991,0.7
3385,LBY,1992,0.703
3386,LBY,1993,0.705
3387,LBY,1994,0.71
3388,LBY,1995,0.712
3389,LBY,1996,0.716
3390,LBY,1997,0.721
3391,LBY,1998,0.721
3392,LBY,1999,0.724
3393,LBY,2000,0.727
3394,LBY,2001,0.73
3395,LBY,2002,0.733
3396,LBY,2003,0.739
3397,LBY,2004,0.741
3398,LBY,2005,0.747
3399,LBY,2006,0.751
3400,LBY,2007,0.754
3401,LBY,2008,0.754
3402,LBY,2009,0.753
3403,LBY,2010,0.755
3404,LBY,2011,0.715
3405,LBY,2012,0.758
3406,LBY,2013,0.748
3407,LBY,2014,0.728
3408,LBY,2015,0.728
3409,LBY,2016,0.725
3410,LBY,2017,0.74
