,country,Year,HDI
3411,LBY,2018,0.743
3412,LBY,2019,0.737
3413,LBY,2020,0.688
3414,LBY,2021,0.729
3415,LBY,2022,0.741
3416,LBY,2023,0.721
3417,LIE,2000,0.882
3418,LIE,2001,0.888
3419,LIE,2002,0.893
3420,LIE,2003,0.897
3421,LIE,2004,0.904
3422,LIE,2005,0.903
3423,LIE,2006,0.908
3424,LIE,2007,0.909
3425,LIE,2008,0.912
3426,LIE,2009,0.913
3427,LIE,2010,0.914
3428,LIE,2011,0.919
3429,LIE,2012,0.919
3430,LIE,2013,0.92
3431,LIE,2014,0.923
3432,LIE,2015,0.925
3433,LIE,2016,0.926
3434,LIE,2017,0.929
3435,LIE,2018,0.928
3436,LIE,2019,0.935
3437,LIE,2020,0.929
3438,LIE,2021,0.933
3439,LIE,2022,0.936
3440,LIE,2023,0.938
3441,LTU,1990,0.745
3442,LTU,1991,0.738
3443,LTU,1992,0.723
3444,LTU,1993,0.705
3445,LTU,1994,0.699
3446,LTU,1995,0.706
3447,LTU,1996,0.723
3448,LTU,1997,0.739
3449,LTU,1998,0.751
3450,LTU,1999,0.762
3451,LTU,2000,0.778
3452,LTU,2001,0.787
3453,LTU,2002,0.799
3454,LTU,2003,0.812
3455,LTU,2004,0.821
3456,LTU,2005,0.828
3457,LTU,2006,0.834
3458,LTU,2007,0.839
3459,LTU,2008,0.849
3460,LTU,2009,0.851
3461,LTU,2010,0.854
3462,LTU,2011,0.86
3463,LTU,2012,0.862
3464,LTU,2013,0.865
3465,LTU,2014,0.866
3466,LTU,2015,0.869
3467,LTU,2016,0.875
3468,LTU,2017,0.885
3469,LTU,2018,0.889
3470,LTU,2019,0.894
3471,LTU,2020,0.888
3472,LTU,2021,0.887
3473,LTU,2022,0.888
3474,LTU,2023,0.895
3475,,1990,0.346
3476,,1991,0.348
3477,,1992,0.352
3478,,1993,0.356
3479,,1994,0.361
3480,,1995,0.368
3481,,1996,0.373
3482,,1997,0.378
3483,,1998,0.382
3484,,1999,0.39
3485,,2000,0.393
3486,,2001,0.401
3487,,2002,0.407
3488,,2003,0.414
3489,,2004,0.424
3490,,2005,0.433
3491,,2006,0.442
3492,,2007,0.45
3493,,2008,0.457
3494,,2009,0.461
3495,,2010,0.467
3496,,2011,0.471
3497,,2012,0.477
3498,,2013,0.482
3499,,2014,0.488
3500,,2015,0.491
3501,,2016,0.497
3502,,2017,0.5
3503,,2018,0.504
3504,,2019,0.507
3505,,2020,0.507
3506,,2021,0.507
3507,,2022,0.512
3508,,2023,0.515
3509,OWID_LIC,2005,0.34048912
3510,OWID_LIC,2006,0.34909377
3511,OWID_LIC,2007,0.35834178
3512,OWID_LIC,2008,0.39790112
3513,OWID_LIC,2009,0.40184388
3514,OWID_LIC,2010,0.42015556
3515,OWID_LIC,2011,0.4260822
3516,OWID_LIC,2012,0.42908752
3517,OWID_LIC,2013,0.43109366
3518,OWID_LIC,2014,0.43548393
3519,OWID_LIC,2015,0.4377328
3520,OWID_LIC,2016,0.4416823
3521,OWID_LIC,2017,0.44504344
3522,OWID_LIC,2018,0.4513883
3523,OWID_LIC,2019,0.45588028
3524,OWID_LIC,2020,0.45748705
3525,OWID_LIC,2021,0.45750508
3526,OWID_LIC,2022,0.470271
3527,OWID_LIC,2023,0.47687513
3528,OWID_LMC,1999,0.47680214
3529,OWID_LMC,2000,0.49044827
3530,OWID_LMC,2001,0.4985494
3531,OWID_LMC,2002,0.5046426
3532,OWID_LMC,2003,0.5150136
3533,OWID_LMC,2004,0.52508724
3534,OWID_LMC,2005,0.53497195
3535,OWID_LMC,2006,0.5434997
3536,OWID_LMC,2007,0.5514714
3537,OWID_LMC,2008,0.5576525
3538,OWID_LMC,2009,0.56358135
3539,OWID_LMC,2010,0.5720404
3540,OWID_LMC,2011,0.5822843
3541,OWID_LMC,2012,0.5884727
3542,OWID_LMC,2013,0.5942376
3543,OWID_LMC,2014,0.60274583
3544,OWID_LMC,2015,0.61057174
3545,OWID_LMC,2016,0.61895055
3546,OWID_LMC,2017,0.6230218
3547,OWID_LMC,2018,0.62488246
3548,OWID_LMC,2019,0.6287354
3549,OWID_LMC,2020,0.6285168
3550,OWID_LMC,2021,0.62642556
3551,OWID_LMC,2022,0.6454093
3552,OWID_LMC,2023,0.6512685
3553,LUX,1990,0.787
3554,LUX,1991,0.796
3555,LUX,1992,0.801
3556,LUX,1993,0.812
3557,LUX,1994,0.82
3558,LUX,1995,0.824
3559,LUX,1996,0.832
3560,LUX,1997,0.837
3561,LUX,1998,0.845
3562,LUX,1999,0.858
3563,LUX,2000,0.861
3564,LUX,2001,0.863
3565,LUX,2002,0.868
3566,LUX,2003,0.87
3567,LUX,2004,0.878
3568,LUX,2005,0.879
3569,LUX,2006,0.88
3570,LUX,2007,0.883
3571,LUX,2008,0.896
3572,LUX,2009,0.905
3573,LUX,2010,0.909
3574,LUX,2011,0.911
3575,LUX,2012,0.914
3576,LUX,2013,0.919
3577,LUX,2014,0.924
3578,LUX,2015,0.913
3579,LUX,2016,0.916
3580,LUX,2017,0.913
3581,LUX,2018,0.915
3582,LUX,2019,0.916
3583,LUX,2020,0.916
3584,LUX,2021,0.918
3585,LUX,2022,0.922
3586,LUX,2023,0.922
3587,MDG,1999,0.436
3588,MDG,2000,0.443
3589,MDG,2001,0.451
3590,MDG,2002,0.448
3591,MDG,2003,0.458
3592,MDG,2004,0.465
3593,MDG,2005,0.47
3594,MDG,2006,0.474
3595,MDG,2007,0.482
3596,MDG,2008,0.49
3597,MDG,2009,0.493
3598,MDG,2010,0.493
3599,MDG,2011,0.494
3600,MDG,2012,0.496
3601,MDG,2013,0.497
3602,MDG,2014,0.5
3603,MDG,2015,0.501
3604,MDG,2016,0.501
3605,MDG,2017,0.505
3606,MDG,2018,0.501
3607,MDG,2019,0.495
3608,MDG,2020,0.483
3609,MDG,2021,0.481
3610,MDG,2022,0.483
3611,MDG,2023,0.487
3612,MWI,1990,0.306
3613,MWI,1991,0.31
3614,MWI,1992,0.318
3615,MWI,1993,0.324
3616,MWI,1994,0.325
3617,MWI,1995,0.37
3618,MWI,1996,0.375
3619,MWI,1997,0.379
3620,MWI,1998,0.384
3621,MWI,1999,0.392
3622,MWI,2000,0.394
3623,MWI,2001,0.4
3624,MWI,2002,0.407
3625,MWI,2003,0.414
3626,MWI,2004,0.421
3627,MWI,2005,0.427
3628,MWI,2006,0.436
3629,MWI,2007,0.444
3630,MWI,2008,0.455
3631,MWI,2009,0.465
3632,MWI,2010,0.475
3633,MWI,2011,0.483
3634,MWI,2012,0.488
3635,MWI,2013,0.494
3636,MWI,2014,0.5
3637,MWI,2015,0.504
3638,MWI,2016,0.506
3639,MWI,2017,0.508
3640,MWI,2018,0.51
3641,MWI,2019,0.513
3642,MWI,2020,0.512
3643,MWI,2021,0.509
3644,MWI,2022,0.513
3645,MWI,2023,0.517
3646,MYS,1990,0.653
3647,MYS,1991,0.661
3648,MYS,1992,0.67
3649,MYS,1993,0.677
3650,MYS,1994,0.684
3651,MYS,1995,0.691
3652,MYS,1996,0.701
3653,MYS,1997,0.713
3654,MYS,1998,0.718
3655,MYS,1999,0.723
3656,MYS,2000,0.733
3657,MYS,2001,0.731
3658,MYS,2002,0.732
3659,MYS,2003,0.737
3660,MYS,2004,0.739
3661,MYS,2005,0.736
3662,MYS,2006,0.742
3663,MYS,2007,0.754
3664,MYS,2008,0.765
3665,MYS,2009,0.773
3666,MYS,2010,0.779
3667,MYS,2011,0.782
3668,MYS,2012,0.787
3669,MYS,2013,0.791
3670,MYS,2014,0.795
3671,MYS,2015,0.8
3672,MYS,2016,0.805
3673,MYS,2017,0.807
3674,MYS,2018,0.809
3675,MYS,2019,0.812
3676,MYS,2020,0.81
3677,MYS,2021,0.802
3678,MYS,2022,0.81
3679,MYS,2023,0.819
3680,MDV,2000,0.639
3681,MDV,2001,0.639
3682,MDV,2002,0.645
3683,MDV,2003,0.654
3684,MDV,2004,0.655
3685,MDV,2005,0.657
3686,MDV,2006,0.672
3687,MDV,2007,0.672
3688,MDV,2008,0.681
3689,MDV,2009,0.682
3690,MDV,2010,0.689
3691,MDV,2011,0.698
3692,MDV,2012,0.704
3693,MDV,2013,0.71
3694,MDV,2014,0.718
3695,MDV,2015,0.725
3696,MDV,2016,0.732
3697,MDV,2017,0.739
3698,MDV,2018,0.744
3699,MDV,2019,0.749
3700,MDV,2020,0.73
3701,MDV,2021,0.745
3702,MDV,2022,0.764
3703,MDV,2023,0.766
3704,MLI,1990,0.24
3705,MLI,1991,0.247
3706,MLI,1992,0.251
3707,MLI,1993,0.259
3708,MLI,1994,0.266
3709,MLI,1995,0.273
3710,MLI,1996,0.282
3711,MLI,1997,0.293
3712,MLI,1998,0.303
3713,MLI,1999,0.314
3714,MLI,2000,0.32
3715,MLI,2001,0.332
3716,MLI,2002,0.34
3717,MLI,2003,0.352
3718,MLI,2004,0.359
3719,MLI,2005,0.368
3720,MLI,2006,0.377
3721,MLI,2007,0.386
3722,MLI,2008,0.395
3723,MLI,2009,0.403
3724,MLI,2010,0.41
3725,MLI,2011,0.415
3726,MLI,2012,0.411
3727,MLI,2013,0.409
3728,MLI,2014,0.414
3729,MLI,2015,0.413
3730,MLI,2016,0.411
3731,MLI,2017,0.416
3732,MLI,2018,0.421
3733,MLI,2019,0.425
3734,MLI,2020,0.414
3735,MLI,2021,0.414
3736,MLI,2022,0.417
3737,MLI,2023,0.419
3738,MLT,1990,0.735
3739,MLT,1991,0.742
3740,MLT,1992,0.748
3741,MLT,1993,0.754
3742,MLT,1994,0.758
3743,MLT,1995,0.763
3744,MLT,1996,0.763
3745,MLT,1997,0.772
3746,MLT,1998,0.781
3747,MLT,1999,0.784
3748,MLT,2000,0.79
3749,MLT,2001,0.801
3750,MLT,2002,0.806
3751,MLT,2003,0.818
3752,MLT,2004,0.832
3753,MLT,2005,0.84
3754,MLT,2006,0.838
3755,MLT,2007,0.845
3756,MLT,2008,0.848
3757,MLT,2009,0.854
3758,MLT,2010,0.867
3759,MLT,2011,0.862
3760,MLT,2012,0.87
3761,MLT,2013,0.88
3762,MLT,2014,0.886
3763,MLT,2015,0.892
3764,MLT,2016,0.891
3765,MLT,2017,0.901
3766,MLT,2018,0.908
3767,MLT,2019,0.91
3768,MLT,2020,0.903
3769,MLT,2021,0.914
3770,MLT,2022,0.917
3771,MLT,2023,0.924
3772,MHL,2011,0.666
3773,MHL,2012,0.668
3774,MHL,2013,0.676
3775,MHL,2014,0.681
3776,MHL,2015,0.691
3777,MHL,2016,0.696
3778,MHL,2017,0.702
3779,MHL,2018,0.71
3780,MHL,2019,0.722
3781,MHL,2020,0.722
3782,MHL,2021,0.723
3783,MHL,2022,0.732
3784,MHL,2023,0.733
3785,MRT,1990,0.396
3786,MRT,1991,0.401
3787,MRT,1992,0.409
3788,MRT,1993,0.421
3789,MRT,1994,0.432
3790,MRT,1995,0.439
3791,MRT,1996,0.448
3792,MRT,1997,0.45
3793,MRT,1998,0.46
3794,MRT,1999,0.467
3795,MRT,2000,0.468
3796,MRT,2001,0.47
3797,MRT,2002,0.475
3798,MRT,2003,0.482
3799,MRT,2004,0.494
3800,MRT,2005,0.5
3801,MRT,2006,0.512
3802,MRT,2007,0.512
3803,MRT,2008,0.512
3804,MRT,2009,0.522
3805,MRT,2010,0.525
3806,MRT,2011,0.53
3807,MRT,2012,0.538
3808,MRT,2013,0.544
3809,MRT,2014,0.547
3810,MRT,2015,0.551
3811,MRT,2016,0.548
3812,MRT,2017,0.551
3813,MRT,2018,0.561
3814,MRT,2019,0.566
3815,MRT,2020,0.554
3816,MRT,2021,0.553
3817,MRT,2022,0.562
3818,MRT,2023,0.563
3819,MUS,1990,0.627
3820,MUS,1991,0.632
3821,MUS,1992,0.637
3822,MUS,1993,0.641
3823,MUS,1994,0.645
3824,MUS,1995,0.65
3825,MUS,1996,0.653
3826,MUS,1997,0.659
3827,MUS,1998,0.667
3828,MUS,1999,0.675
3829,MUS,2000,0.683
3830,MUS,2001,0.697
3831,MUS,2002,0.701
3832,MUS,2003,0.709
3833,MUS,2004,0.716
3834,MUS,2005,0.723
3835,MUS,2006,0.729
3836,MUS,2007,0.736
3837,MUS,2008,0.742
3838,MUS,2009,0.748
3839,MUS,2010,0.755
3840,MUS,2011,0.762
3841,MUS,2012,0.778
3842,MUS,2013,0.781
3843,MUS,2014,0.79
3844,MUS,2015,0.792
3845,MUS,2016,0.795
3846,MUS,2017,0.799
3847,MUS,2018,0.801
3848,MUS,2019,0.803
3849,MUS,2020,0.795
3850,MUS,2021,0.789
3851,MUS,2022,0.794
3852,MUS,2023,0.806
3853,,1990,0.439
3854,,1991,0.44
3855,,1992,0.445
3856,,1993,0.449
3857,,1994,0.453
3858,,1995,0.459
3859,,1996,0.466
3860,,1997,0.472
3861,,1998,0.478
3862,,1999,0.485
3863,,2000,0.491
3864,,2001,0.5
3865,,2002,0.506
3866,,2003,0.516
3867,,2004,0.526
3868,,2005,0.535
3869,,2006,0.543
3870,,2007,0.551
3871,,2008,0.558
3872,,2009,0.565
3873,,2010,0.573
3874,,2011,0.584
3875,,2012,0.59
3876,,2013,0.595
3877,,2014,0.604
3878,,2015,0.611
3879,,2016,0.62
3880,,2017,0.624
3881,,2018,0.627
3882,,2019,0.631
3883,,2020,0.631
3884,,2021,0.629
3885,,2022,0.649
3886,,2023,0.656
3887,MEX,1990,0.668
3888,MEX,1991,0.67
3889,MEX,1992,0.672
3890,MEX,1993,0.675
3891,MEX,1994,0.68
3892,MEX,1995,0.68
3893,MEX,1996,0.687
3894,MEX,1997,0.694
3895,MEX,1998,0.701
3896,MEX,1999,0.706
3897,MEX,2000,0.712
3898,MEX,2001,0.715
3899,MEX,2002,0.722
3900,MEX,2003,0.728
3901,MEX,2004,0.732
3902,MEX,2005,0.736
3903,MEX,2006,0.745
3904,MEX,2007,0.747
3905,MEX,2008,0.75
3906,MEX,2009,0.749
3907,MEX,2010,0.751
3908,MEX,2011,0.757
3909,MEX,2012,0.764
3910,MEX,2013,0.765
3911,MEX,2014,0.769
3912,MEX,2015,0.773
3913,MEX,2016,0.778
3914,MEX,2017,0.781
3915,MEX,2018,0.785
3916,MEX,2019,0.788
3917,MEX,2020,0.763
3918,MEX,2021,0.761
3919,MEX,2022,0.783
3920,MEX,2023,0.789
3921,FSM,2000,0.596
3922,FSM,2001,0.599
3923,FSM,2002,0.596
3924,FSM,2003,0.601
3925,FSM,2004,0.6
3926,FSM,2005,0.601
3927,FSM,2006,0.602
3928,FSM,2007,0.601
3929,FSM,2008,0.6
3930,FSM,2009,0.601
3931,FSM,2010,0.603
3932,FSM,2011,0.605
3933,FSM,2012,0.605
3934,FSM,2013,0.603
3935,FSM,2014,0.602
3936,FSM,2015,0.604
3937,FSM,2016,0.606
3938,FSM,2017,0.607
3939,FSM,2018,0.608
3940,FSM,2019,0.611
3941,FSM,2020,0.609
3942,FSM,2021,0.611
3943,FSM,2022,0.614
3944,FSM,2023,0.615
3945,MDA,2005,0.702
3946,MDA,2006,0.711
3947,MDA,2007,0.718
3948,MDA,2008,0.728
3949,MDA,2009,0.729
3950,MDA,2010,0.739
3951,MDA,2011,0.748
3952,MDA,2012,0.754
3953,MDA,2013,0.758
3954,MDA,2014,0.762
3955,MDA,2015,0.759
3956,MDA,2016,0.763
3957,MDA,2017,0.769
3958,MDA,2018,0.772
3959,MDA,2019,0.775
3960,MDA,2020,0.77
3961,MDA,2021,0.773
3962,MDA,2022,0.784
3963,MDA,2023,0.785
3964,MNG,1990,0.593
3965,MNG,1991,0.591
3966,MNG,1992,0.581
3967,MNG,1993,0.567
3968,MNG,1994,0.568
3969,MNG,1995,0.572
3970,MNG,1996,0.578
3971,MNG,1997,0.585
3972,MNG,1998,0.594
3973,MNG,1999,0.602
3974,MNG,2000,0.611
3975,MNG,2001,0.622
3976,MNG,2002,0.631
3977,MNG,2003,0.643
3978,MNG,2004,0.658
3979,MNG,2005,0.671
3980,MNG,2006,0.683
3981,MNG,2007,0.696
3982,MNG,2008,0.707
3983,MNG,2009,0.711
3984,MNG,2010,0.714
3985,MNG,2011,0.725
3986,MNG,2012,0.735
3987,MNG,2013,0.744
3988,MNG,2014,0.748
3989,MNG,2015,0.753
3990,MNG,2016,0.759
3991,MNG,2017,0.759
3992,MNG,2018,0.767
3993,MNG,2019,0.758
3994,MNG,2020,0.741
3995,MNG,2021,0.727
3996,MNG,2022,0.742
3997,MNG,2023,0.747
3998,MNE,2003,0.764
3999,MNE,2004,0.768
4000,MNE,2005,0.773
4001,MNE,2006,0.785
4002,MNE,2007,0.795
4003,MNE,2008,0.806
4004,MNE,2009,0.809
4005,MNE,2010,0.815
4006,MNE,2011,0.822
4007,MNE,2012,0.825
4008,MNE,2013,0.83
4009,MNE,2014,0.833
4010,MNE,2015,0.839
4011,MNE,2016,0.836
4012,MNE,2017,0.843
4013,MNE,2018,0.849
4014,MNE,2019,0.851
4015,MNE,2020,0.841
4016,MNE,2021,0.84
4017,MNE,2022,0.853
4018,MNE,2023,0.862
4019,MAR,1990,0.451
4020,MAR,1991,0.457
4021,MAR,1992,0.461
4022,MAR,1993,0.468
4023,MAR,1994,0.48
4024,MAR,1995,0.484
4025,MAR,1996,0.495
4026,MAR,1997,0.5
4027,MAR,1998,0.507
4028,MAR,1999,0.517
4029,MAR,2000,0.528
4030,MAR,2001,0.539
4031,MAR,2002,0.55
4032,MAR,2003,0.56
4033,MAR,2004,0.567
4034,MAR,2005,0.573
4035,MAR,2006,0.579
4036,MAR,2007,0.586
4037,MAR,2008,0.593
4038,MAR,2009,0.598
4039,MAR,2010,0.607
4040,MAR,2011,0.619
4041,MAR,2012,0.629
4042,MAR,2013,0.639
4043,MAR,2014,0.648
4044,MAR,2015,0.659
4045,MAR,2016,0.665
4046,MAR,2017,0.674
4047,MAR,2018,0.68
4048,MAR,2019,0.687
4049,MAR,2020,0.683
4050,MAR,2021,0.69
4051,MAR,2022,0.704
4052,MAR,2023,0.71
4053,MOZ,1990,0.246
4054,MOZ,1991,0.25
4055,MOZ,1992,0.245
4056,MOZ,1993,0.252
4057,MOZ,1994,0.255
4058,MOZ,1995,0.257
4059,MOZ,1996,0.269
4060,MOZ,1997,0.281
4061,MOZ,1998,0.292
4062,MOZ,1999,0.304
4063,MOZ,2000,0.311
4064,MOZ,2001,0.326
4065,MOZ,2002,0.335
4066,MOZ,2003,0.35
4067,MOZ,2004,0.36
4068,MOZ,2005,0.371
4069,MOZ,2006,0.379
4070,MOZ,2007,0.392
4071,MOZ,2008,0.403
4072,MOZ,2009,0.411
4073,MOZ,2010,0.419
4074,MOZ,2011,0.424
4075,MOZ,2012,0.431
4076,MOZ,2013,0.443
4077,MOZ,2014,0.45
4078,MOZ,2015,0.457
4079,MOZ,2016,0.46
4080,MOZ,2017,0.461
4081,MOZ,2018,0.469
4082,MOZ,2019,0.475
4083,MOZ,2020,0.477
4084,MOZ,2021,0.478
4085,MOZ,2022,0.49
4086,MOZ,2023,0.493
4087,MMR,1990,0.347
4088,MMR,1991,0.354
4089,MMR,1992,0.368
4090,MMR,1993,0.374
4091,MMR,1994,0.381
4092,MMR,1995,0.385
4093,MMR,1996,0.391
4094,MMR,1997,0.396
4095,MMR,1998,0.399
4096,MMR,1999,0.406
4097,MMR,2000,0.415
4098,MMR,2001,0.423
4099,MMR,2002,0.433
4100,MMR,2003,0.443
4101,MMR,2004,0.453
4102,MMR,2005,0.463
4103,MMR,2006,0.473
4104,MMR,2007,0.483
4105,MMR,2008,0.468
4106,MMR,2009,0.504
4107,MMR,2010,0.515
4108,MMR,2011,0.525
4109,MMR,2012,0.535
4110,MMR,2013,0.546
4111,MMR,2014,0.557
4112,MMR,2015,0.566
4113,MMR,2016,0.574
4114,MMR,2017,0.587
4115,MMR,2018,0.6
4116,MMR,2019,0.61
4117,MMR,2020,0.609
4118,MMR,2021,0.605
4119,MMR,2022,0.606
4120,MMR,2023,0.609
4121,NAM,1990,0.597
4122,NAM,1991,0.602
4123,NAM,1992,0.603
4124,NAM,1993,0.601
4125,NAM,1994,0.6
4126,NAM,1995,0.595
4127,NAM,1996,0.587
4128,NAM,1997,0.58
4129,NAM,1998,0.574
4130,NAM,1999,0.565
4131,NAM,2000,0.561
4132,NAM,2001,0.555
4133,NAM,2002,0.555
4134,NAM,2003,0.558
4135,NAM,2004,0.563
4136,NAM,2005,0.564
4137,NAM,2006,0.569
4138,NAM,2007,0.576
4139,NAM,2008,0.581
4140,NAM,2009,0.585
4141,NAM,2010,0.591
4142,NAM,2011,0.598
4143,NAM,2012,0.607
4144,NAM,2013,0.616
4145,NAM,2014,0.624
4146,NAM,2015,0.63
4147,NAM,2016,0.634
4148,NAM,2017,0.638
4149,NAM,2018,0.642
4150,NAM,2019,0.647
4151,NAM,2020,0.647
4152,NAM,2021,0.631
4153,NAM,2022,0.649
4154,NAM,2023,0.665
4155,NRU,2005,0.589
4156,NRU,2006,0.565
4157,NRU,2007,0.581
4158,NRU,2008,0.614
4159,NRU,2009,0.607
4160,NRU,2010,0.616
4161,NRU,2011,0.624
4162,NRU,2012,0.633
4163,NRU,2013,0.64
4164,NRU,2014,0.655
4165,NRU,2015,0.66
4166,NRU,2016,0.67
4167,NRU,2017,0.67
4168,NRU,2018,0.668
4169,NRU,2019,0.678
4170,NRU,2020,0.684
4171,NRU,2021,0.692
4172,NRU,2022,0.7
4173,NRU,2023,0.703
4174,NPL,1990,0.404
4175,NPL,1991,0.412
4176,NPL,1992,0.42
4177,NPL,1993,0.425
4178,NPL,1994,0.433
4179,NPL,1995,0.438
4180,NPL,1996,0.447
4181,NPL,1997,0.453
4182,NPL,1998,0.459
4183,NPL,1999,0.464
4184,NPL,2000,0.471
4185,NPL,2001,0.472
4186,NPL,2002,0.479
4187,NPL,2003,0.486
4188,NPL,2004,0.493
4189,NPL,2005,0.5
4190,NPL,2006,0.512
4191,NPL,2007,0.516
4192,NPL,2008,0.526
4193,NPL,2009,0.538
4194,NPL,2010,0.551
4195,NPL,2011,0.559
4196,NPL,2012,0.565
4197,NPL,2013,0.57
4198,NPL,2014,0.574
4199,NPL,2015,0.575
4200,NPL,2016,0.58
4201,NPL,2017,0.588
4202,NPL,2018,0.596
4203,NPL,2019,0.604
4204,NPL,2020,0.599
4205,NPL,2021,0.596
4206,NPL,2022,0.605
4207,NPL,2023,0.622
4208,NLD,1990,0.855
4209,NLD,1991,0.86
4210,NLD,1992,0.861
4211,NLD,1993,0.863
4212,NLD,1994,0.889
4213,NLD,1995,0.886
4214,NLD,1996,0.89
4215,NLD,1997,0.891
4216,NLD,1998,0.893
4217,NLD,1999,0.894
4218,NLD,2000,0.9
4219,NLD,2001,0.902
4220,NLD,2002,0.898
4221,NLD,2003,0.901
4222,NLD,2004,0.904
4223,NLD,2005,0.907
4224,NLD,2006,0.914
4225,NLD,2007,0.92
4226,NLD,2008,0.92
4227,NLD,2009,0.92
4228,NLD,2010,0.925
4229,NLD,2011,0.935
4230,NLD,2012,0.935
4231,NLD,2013,0.937
4232,NLD,2014,0.939
4233,NLD,2015,0.94
4234,NLD,2016,0.941
4235,NLD,2017,0.945
4236,NLD,2018,0.947
4237,NLD,2019,0.95
4238,NLD,2020,0.945
4239,NLD,2021,0.951
4240,NLD,2022,0.953
4241,NLD,2023,0.955
4242,NZL,1990,0.811
4243,NZL,1991,0.813
4244,NZL,1992,0.822
4245,NZL,1993,0.838
4246,NZL,1994,0.852
4247,NZL,1995,0.858
4248,NZL,1996,0.862
4249,NZL,1997,0.871
4250,NZL,1998,0.881
4251,NZL,1999,0.886
4252,NZL,2000,0.896
4253,NZL,2001,0.902
4254,NZL,2002,0.905
4255,NZL,2003,0.91
4256,NZL,2004,0.912
4257,NZL,2005,0.917
4258,NZL,2006,0.918
4259,NZL,2007,0.921
4260,NZL,2008,0.92
4261,NZL,2009,0.923
4262,NZL,2010,0.926
4263,NZL,2011,0.927
4264,NZL,2012,0.929
4265,NZL,2013,0.933
4266,NZL,2014,0.932
4267,NZL,2015,0.934
4268,NZL,2016,0.938
4269,NZL,2017,0.936
4270,NZL,2018,0.938
4271,NZL,2019,0.938
4272,NZL,2020,0.94
4273,NZL,2021,0.939
4274,NZL,2022,0.933
4275,NZL,2023,0.938
4276,NIC,1990,0.515
4277,NIC,1991,0.526
4278,NIC,1992,0.531
4279,NIC,1993,0.534
4280,NIC,1994,0.54
4281,NIC,1995,0.549
4282,NIC,1996,0.559
4283,NIC,1997,0.568
4284,NIC,1998,0.569
4285,NIC,1999,0.585
4286,NIC,2000,0.593
4287,NIC,2001,0.601
4288,NIC,2002,0.609
4289,NIC,2003,0.615
4290,NIC,2004,0.623
4291,NIC,2005,0.63
4292,NIC,2006,0.636
4293,NIC,2007,0.642
4294,NIC,2008,0.646
4295,NIC,2009,0.646
4296,NIC,2010,0.651
4297,NIC,2011,0.657
4298,NIC,2012,0.664
4299,NIC,2013,0.668
4300,NIC,2014,0.674
4301,NIC,2015,0.679
4302,NIC,2016,0.684
4303,NIC,2017,0.688
4304,NIC,2018,0.69
4305,NIC,2019,0.69
4306,NIC,2020,0.676
4307,NIC,2021,0.682
4308,NIC,2022,0.701
4309,NIC,2023,0.706
4310,NER,1990,0.215
4311,NER,1991,0.219
4312,NER,1992,0.222
4313,NER,1993,0.228
4314,NER,1994,0.233
4315,NER,1995,0.238
4316,NER,1996,0.245
4317,NER,1997,0.25
4318,NER,1998,0.258
4319,NER,1999,0.263
4320,NER,2000,0.266
4321,NER,2001,0.272
4322,NER,2002,0.278
4323,NER,2003,0.284
4324,NER,2004,0.292
4325,NER,2005,0.302
4326,NER,2006,0.309
4327,NER,2007,0.313
4328,NER,2008,0.323
4329,NER,2009,0.329
4330,NER,2010,0.339
4331,NER,2011,0.346
4332,NER,2012,0.356
4333,NER,2013,0.362
4334,NER,2014,0.369
4335,NER,2015,0.374
4336,NER,2016,0.38
4337,NER,2017,0.384
4338,NER,2018,0.391
4339,NER,2019,0.4
4340,NER,2020,0.404
4341,NER,2021,0.413
4342,NER,2022,0.414
4343,NER,2023,0.419
4344,NGA,1990,0.379
4345,NGA,1991,0.383
4346,NGA,1992,0.388
4347,NGA,1993,0.393
4348,NGA,1994,0.397
4349,NGA,1995,0.402
4350,NGA,1996,0.408
4351,NGA,1997,0.413
4352,NGA,1998,0.419
4353,NGA,1999,0.425
4354,NGA,2000,0.435
4355,NGA,2001,0.438
4356,NGA,2002,0.451
4357,NGA,2003,0.464
4358,NGA,2004,0.477
4359,NGA,2005,0.484
4360,NGA,2006,0.489
4361,NGA,2007,0.492
4362,NGA,2008,0.497
4363,NGA,2009,0.499
4364,NGA,2010,0.502
4365,NGA,2011,0.508
4366,NGA,2012,0.512
4367,NGA,2013,0.517
4368,NGA,2014,0.524
4369,NGA,2015,0.53
4370,NGA,2016,0.532
4371,NGA,2017,0.534
4372,NGA,2018,0.537
4373,NGA,2019,0.544
4374,NGA,2020,0.547
4375,NGA,2021,0.554
4376,NGA,2022,0.557
4377,NGA,2023,0.56
4378,OWID_NAM,2000,0.81713676
4379,OWID_NAM,2001,0.819591
4380,OWID_NAM,2002,0.8224308
4381,OWID_NAM,2003,0.8255375
4382,OWID_NAM,2004,0.83012056
4383,OWID_NAM,2005,0.8332466
4384,OWID_NAM,2006,0.8386846
4385,OWID_NAM,2007,0.84200835
4386,OWID_NAM,2008,0.8433985
4387,OWID_NAM,2009,0.8439207
4388,OWID_NAM,2010,0.84561443
4389,OWID_NAM,2011,0.8494359
4390,OWID_NAM,2012,0.8532949
4391,OWID_NAM,2013,0.85496044
4392,OWID_NAM,2014,0.85716856
4393,OWID_NAM,2015,0.8591236
4394,OWID_NAM,2016,0.86142576
4395,OWID_NAM,2017,0.8636879
4396,OWID_NAM,2018,0.8665236
