date,inflation_volatility_12m
1985-05-01,0.0016271029075644017
1985-04-01,0.001989340324859498
1985-03-01,0.0023596840059814097
1985-02-01,0.0026866320818731836
1985-01-01,0.0029239077152322032
1984-12-01,0.0030175555013832516
1984-11-01,0.002787350295806749
1984-10-01,0.0024170538591325656
1984-09-01,0.002172518979586009
1984-08-01,0.0023279746244093892
1984-07-01,0.0029273583980333044
1984-06-01,0.0037946185417992886
1984-05-01,0.004767431783606871
1984-04-01,0.005740787485331925
1984-03-01,0.006637138785400638
1984-02-01,0.007384985869220204
1984-01-01,0.007904789765208456
1983-12-01,0.008093056143049695
1983-11-01,0.008615490171389156
1983-10-01,0.009131629057682094
1983-09-01,0.009631356357198388
1983-08-01,0.01010512156788107
1983-07-01,0.010543503351096392
1983-06-01,0.010936800645461894
1983-05-01,0.01127461761287837
1983-04-01,0.01154539820964759
1983-03-01,0.011735849288490818
1983-02-01,0.011830158061798815
1983-01-01,0.011808842555506146
1982-12-01,0.011646930595222748
1982-11-01,0.012150447571399867
1982-10-01,0.01239211360975303
1982-09-01,0.012426993287308518
1982-08-01,0.012295601641768754
1982-07-01,0.012030608158084193
1982-06-01,0.011660670486505157
1982-05-01,0.011213024626381587
1982-04-01,0.010715543424137372
1982-03-01,0.010198575357496435
1982-02-01,0.009696591262722069
1982-01-01,0.009249310517165684
1981-12-01,0.008901478650191476
1981-11-01,0.008858212323414027
1981-10-01,0.008328998840920601
1981-09-01,0.00747683870856855
1981-08-01,0.006432600243045516
1981-07-01,0.005332770868198563
1981-06-01,0.004359268355834949
1981-05-01,0.0037716753499801
1981-04-01,0.003800294272563526
1981-03-01,0.004372874789368742
1981-02-01,0.005177847557004342
1981-01-01,0.0059219268204897604
1980-12-01,0.006357445033772601
1980-11-01,0.006865483472142656
1980-10-01,0.007385518867014111
1980-09-01,0.007900443195800626
1980-08-01,0.00839554664122408
1980-07-01,0.008857641975219535
1980-06-01,0.009274304191362399
1980-05-01,0.009633199851620663
1980-04-01,0.009921442542873912
1980-03-01,0.010124888341685739
1980-02-01,0.01022725058040164
1980-01-01,0.010208838123458828
1979-12-01,0.010044549565324684
1979-11-01,0.010277089416032883
1979-10-01,0.010186798833859081
1979-09-01,0.009849198656097895
1979-08-01,0.009318542837980438
1979-07-01,0.008637792311672271
1979-06-01,0.007844075376199354
1979-05-01,0.006972499973095413
1979-04-01,0.006059818524736041
1979-03-01,0.005149274668764137
1979-02-01,0.004298220190566708
1979-01-01,0.003588835887307063
1978-12-01,0.0031308578673679287
1978-11-01,0.0032423465813741855
1978-10-01,0.003284066135020793
1978-09-01,0.0032703761399465407
1978-08-01,0.0032119381939904527
1978-07-01,0.0031173861707237565
1978-06-01,0.0029942965864703484
1978-05-01,0.0028498572865208885
1978-04-01,0.0026914175593076425
1978-03-01,0.002527010133773303
1978-02-01,0.0023658676055981404
1978-01-01,0.0022188540799508195
1977-12-01,0.0020985505130780104
1977-11-01,0.0018785701056066924
1977-10-01,0.0016951137547770011
1977-09-01,0.0019257143063263254
1977-08-01,0.002632275838304598
1977-07-01,0.003610789447711627
1977-06-01,0.00470421184867801
1977-05-01,0.00582007741325635
1977-04-01,0.006891638127939981
1977-03-01,0.007858616954164135
1977-02-01,0.008657139396050019
1977-01-01,0.009210945764876794
1976-12-01,0.009418312704836371
1976-11-01,0.009741478801778178
1976-10-01,0.009811464992803482
1976-09-01,0.009684218511954413
1976-08-01,0.009400523410584553
1976-07-01,0.008993160096168101
1976-06-01,0.008490983862509464
1976-05-01,0.007921803789662674
1976-04-01,0.007314937221988384
1976-03-01,0.006703900642294417
1976-02-01,0.0061292855943880205
1976-01-01,0.005640914089290153
1975-12-01,0.005296353883304125
1975-11-01,0.004957976984116189
1975-10-01,0.004333184281927455
